# Ratio Measurement - KEITHLEY INSTRUMENTS INC.,MODEL 2100,1194515,01.12-01-01
# Main Channel: 100V, Reference: Auto
# Start: 2025-12-02 15:01:15
# Stop: 2025-12-03 08:00:00
# File: c:\WinPython\notebooks\HiPES\Francois\Driftmessung_2025-12-02_15-01-15.csv

Datum_Zeit,Ratiomesswert,Gleitender_Mittelwert,Gesamtmittelwert
2025-12-02 17:18:07,10.0311936000,10.0311878933,10.0311935564
2025-12-02 17:18:08,10.0311944000,10.0311869333,10.0311935565
2025-12-02 17:18:09,10.0311640000,10.0311826133,10.0311935527
2025-12-02 17:18:10,10.0311768000,10.0311822933,10.0311935505
2025-12-02 17:18:11,10.0311944000,10.0311844267,10.0311935506
2025-12-02 17:18:12,10.0311760000,10.0311851733,10.0311935484
2025-12-02 17:18:13,10.0311496000,10.0311814933,10.0311935427
2025-12-02 17:18:14,10.0311936000,10.0311824000,10.0311935427
2025-12-02 17:18:16,10.0311728000,10.0311822933,10.0311935400
2025-12-02 17:18:17,10.0311600000,10.0311809600,10.0311935357
2025-12-02 17:18:18,10.0311848000,10.0311801067,10.0311935346
2025-12-02 17:18:19,10.0311824000,10.0311813333,10.0311935331
2025-12-02 17:18:20,10.0311768000,10.0311794667,10.0311935310
2025-12-02 17:18:21,10.0311624000,10.0311783467,10.0311935270
2025-12-02 17:18:22,10.0312120000,10.0311795733,10.0311935294
2025-12-02 17:18:23,10.0312096000,10.0311806400,10.0311935314
2025-12-02 17:18:25,10.0311912000,10.0311804267,10.0311935311
2025-12-02 17:18:26,10.0311720000,10.0311809600,10.0311935284
2025-12-02 17:18:27,10.0311568000,10.0311796267,10.0311935236
2025-12-02 17:18:28,10.0311672000,10.0311778133,10.0311935202
2025-12-02 17:18:29,10.0311880000,10.0311786133,10.0311935195
2025-12-02 17:18:30,10.0311848000,10.0311809600,10.0311935184
2025-12-02 17:18:31,10.0312048000,10.0311817067,10.0311935199
2025-12-02 17:18:32,10.0312264000,10.0311852800,10.0311935241
2025-12-02 17:18:33,10.0311880000,10.0311871467,10.0311935234
2025-12-02 17:18:35,10.0311992000,10.0311881067,10.0311935241
2025-12-02 17:18:36,10.0311992000,10.0311892267,10.0311935248
2025-12-02 17:18:37,10.0311920000,10.0311902400,10.0311935246
2025-12-02 17:18:38,10.0311776000,10.0311912533,10.0311935226
2025-12-02 17:18:39,10.0312376000,10.0311929600,10.0311935283
2025-12-02 17:18:40,10.0312184000,10.0311935467,10.0311935315
2025-12-02 17:18:41,10.0311928000,10.0311936533,10.0311935314
2025-12-02 17:18:42,10.0311488000,10.0311921067,10.0311935256
2025-12-02 17:18:43,10.0311920000,10.0311944533,10.0311935254
2025-12-02 17:18:44,10.0312072000,10.0311971200,10.0311935272
2025-12-02 17:18:46,10.0312040000,10.0311981867,10.0311935285
2025-12-02 17:18:47,10.0312008000,10.0311992533,10.0311935295
2025-12-02 17:18:48,10.0312128000,10.0311997867,10.0311935319
2025-12-02 17:18:49,10.0312176000,10.0311992000,10.0311935350
2025-12-02 17:18:50,10.0311616000,10.0311974400,10.0311935309
2025-12-02 17:18:51,10.0312072000,10.0311979733,10.0311935327
2025-12-02 17:18:52,10.0312072000,10.0311985067,10.0311935344
2025-12-02 17:18:53,10.0312072000,10.0311995200,10.0311935362
2025-12-02 17:18:54,10.0311424000,10.0311971733,10.0311935296
2025-12-02 17:18:56,10.0311400000,10.0311906667,10.0311935228
2025-12-02 17:18:57,10.0311792000,10.0311880533,10.0311935209
2025-12-02 17:18:58,10.0311512000,10.0311852800,10.0311935155
2025-12-02 17:18:59,10.0311464000,10.0311851200,10.0311935095
2025-12-02 17:19:00,10.0311984000,10.0311855467,10.0311935101
2025-12-02 17:19:01,10.0311624000,10.0311825600,10.0311935061
2025-12-02 17:19:02,10.0311720000,10.0311804267,10.0311935033
2025-12-02 17:19:03,10.0311824000,10.0311792000,10.0311935019
2025-12-02 17:19:04,10.0311848000,10.0311773333,10.0311935008
2025-12-02 17:19:06,10.0312008000,10.0311762133,10.0311935017
2025-12-02 17:19:07,10.0312080000,10.0311793067,10.0311935036
2025-12-02 17:19:08,10.0312008000,10.0311788800,10.0311935045
2025-12-02 17:19:09,10.0312288000,10.0311803200,10.0311935091
2025-12-02 17:19:10,10.0311984000,10.0311797333,10.0311935097
2025-12-02 17:19:11,10.0311960000,10.0311833067,10.0311935100
2025-12-02 17:19:13,10.0312168000,10.0311884267,10.0311935130
2025-12-02 17:19:14,10.0311840000,10.0311887467,10.0311935118
2025-12-02 17:19:15,10.0312032000,10.0311922133,10.0311935130
2025-12-02 17:19:16,10.0312288000,10.0311977067,10.0311935175
2025-12-02 17:19:17,10.0311736000,10.0311960533,10.0311935150
2025-12-02 17:19:18,10.0311744000,10.0311968533,10.0311935125
2025-12-02 17:19:19,10.0311520000,10.0311955200,10.0311935072
2025-12-02 17:19:20,10.0311592000,10.0311939733,10.0311935028
2025-12-02 17:19:21,10.0311920000,10.0311944533,10.0311935026
2025-12-02 17:19:23,10.0311840000,10.0311933333,10.0311935014
2025-12-02 17:19:24,10.0311832000,10.0311916800,10.0311935001
2025-12-02 17:19:25,10.0311800000,10.0311902933,10.0311934984
2025-12-02 17:19:26,10.0312016000,10.0311884800,10.0311934994
2025-12-02 17:19:32,10.0311920000,10.0311880533,10.0311934992
2025-12-02 17:19:33,10.0312064000,10.0311887467,10.0311935009
2025-12-02 17:19:35,10.0311832000,10.0311865067,10.0311934996
2025-12-02 17:19:36,10.0311696000,10.0311855467,10.0311934965
2025-12-02 17:19:37,10.0312032000,10.0311855467,10.0311934977
2025-12-02 17:19:38,10.0312280000,10.0311854933,10.0311935021
2025-12-02 17:19:39,10.0311768000,10.0311857067,10.0311935000
2025-12-02 17:19:40,10.0312112000,10.0311881600,10.0311935023
2025-12-02 17:19:41,10.0312272000,10.0311931733,10.0311935066
2025-12-02 17:19:42,10.0311784000,10.0311944533,10.0311935046
2025-12-02 17:19:44,10.0312040000,10.0311952533,10.0311935060
2025-12-02 17:19:45,10.0312264000,10.0311980800,10.0311935102
2025-12-02 17:19:46,10.0311984000,10.0311990933,10.0311935108
2025-12-02 17:19:47,10.0312064000,10.0312008533,10.0311935124
2025-12-02 17:19:48,10.0311768000,10.0311992000,10.0311935103
2025-12-02 17:19:49,10.0311832000,10.0311986133,10.0311935090
2025-12-02 17:19:50,10.0312208000,10.0311995733,10.0311935125
2025-12-02 17:19:51,10.0312032000,10.0312009067,10.0311935137
2025-12-02 17:19:52,10.0311768000,10.0312013867,10.0311935116
2025-12-02 17:19:54,10.0311736000,10.0311994133,10.0311935090
2025-12-02 17:19:55,10.0312024000,10.0311977067,10.0311935102
2025-12-02 17:19:56,10.0312008000,10.0311993067,10.0311935111
2025-12-02 17:19:57,10.0311864000,10.0311976533,10.0311935102
2025-12-02 17:19:58,10.0311592000,10.0311931200,10.0311935058
2025-12-02 17:19:59,10.0311696000,10.0311925333,10.0311935028
2025-12-02 17:20:00,10.0311896000,10.0311915733,10.0311935023
2025-12-02 17:20:01,10.0311792000,10.0311884267,10.0311935005
2025-12-02 17:20:02,10.0311880000,10.0311877333,10.0311934998
2025-12-02 17:20:04,10.0311696000,10.0311852800,10.0311934967
2025-12-02 17:20:05,10.0311776000,10.0311853333,10.0311934947
2025-12-02 17:20:06,10.0311792000,10.0311850667,10.0311934929
2025-12-02 17:20:07,10.0311688000,10.0311816000,10.0311934897
2025-12-02 17:20:08,10.0311848000,10.0311803733,10.0311934886
2025-12-02 17:20:09,10.0311736000,10.0311801600,10.0311934861
2025-12-02 17:20:10,10.0311992000,10.0311818667,10.0311934868
2025-12-02 17:20:11,10.0311792000,10.0311803200,10.0311934850
2025-12-02 17:20:12,10.0311640000,10.0311778667,10.0311934813
2025-12-02 17:20:14,10.0311840000,10.0311777067,10.0311934801
2025-12-02 17:20:15,10.0311848000,10.0311794133,10.0311934790
2025-12-02 17:20:16,10.0311888000,10.0311806933,10.0311934784
2025-12-02 17:20:17,10.0311944000,10.0311810133,10.0311934785
2025-12-02 17:20:18,10.0312080000,10.0311829333,10.0311934803
2025-12-02 17:20:19,10.0311720000,10.0311818667,10.0311934776
2025-12-02 17:20:20,10.0311744000,10.0311821867,10.0311934752
2025-12-02 17:20:21,10.0311976000,10.0311835200,10.0311934757
2025-12-02 17:20:22,10.0311792000,10.0311835200,10.0311934739
2025-12-02 17:20:24,10.0311448000,10.0311819200,10.0311934677
2025-12-02 17:20:25,10.0311720000,10.0311810667,10.0311934650
2025-12-02 17:20:26,10.0311712000,10.0311809067,10.0311934621
2025-12-02 17:20:27,10.0311768000,10.0311794133,10.0311934600
2025-12-02 17:20:28,10.0311648000,10.0311784533,10.0311934564
2025-12-02 17:20:29,10.0311616000,10.0311782933,10.0311934523
2025-12-02 17:20:30,10.0311880000,10.0311785600,10.0311934517
2025-12-02 17:20:31,10.0312088000,10.0311801600,10.0311934536
2025-12-02 17:20:32,10.0311736000,10.0311791467,10.0311934511
2025-12-02 17:20:33,10.0311936000,10.0311790933,10.0311934511
2025-12-02 17:20:35,10.0312184000,10.0311797867,10.0311934543
2025-12-02 17:20:36,10.0312088000,10.0311822400,10.0311934562
2025-12-02 17:20:37,10.0311768000,10.0311824000,10.0311934541
2025-12-02 17:20:38,10.0312240000,10.0311841600,10.0311934580
2025-12-02 17:20:39,10.0312040000,10.0311858133,10.0311934593
2025-12-02 17:20:40,10.0311712000,10.0311875733,10.0311934565
2025-12-02 17:20:41,10.0311592000,10.0311867200,10.0311934521
2025-12-02 17:20:42,10.0311912000,10.0311880533,10.0311934519
2025-12-02 17:20:44,10.0312328000,10.0311917867,10.0311934568
2025-12-02 17:20:45,10.0311720000,10.0311922667,10.0311934541
2025-12-02 17:20:46,10.0311920000,10.0311942933,10.0311934539
2025-12-02 17:20:47,10.0311920000,10.0311945600,10.0311934538
2025-12-02 17:20:48,10.0312088000,10.0311945600,10.0311934557
2025-12-02 17:20:49,10.0311968000,10.0311961067,10.0311934561
2025-12-02 17:20:50,10.0311992000,10.0311964800,10.0311934569
2025-12-02 17:20:52,10.0312256000,10.0311969600,10.0311934609
2025-12-02 17:20:53,10.0312240000,10.0311979733,10.0311934648
2025-12-02 17:20:54,10.0311824000,10.0311983467,10.0311934634
2025-12-02 17:20:55,10.0312264000,10.0311985067,10.0311934676
2025-12-02 17:20:56,10.0311920000,10.0311977067,10.0311934674
2025-12-02 17:20:57,10.0311848000,10.0311986133,10.0311934663
2025-12-02 17:20:58,10.0312080000,10.0312018667,10.0311934681
2025-12-02 17:20:59,10.0312032000,10.0312026667,10.0311934693
2025-12-02 17:21:01,10.0311680000,10.0311983467,10.0311934661
2025-12-02 17:21:02,10.0311888000,10.0311994667,10.0311934655
2025-12-02 17:21:03,10.0312032000,10.0312002133,10.0311934668
2025-12-02 17:21:04,10.0311896000,10.0312000533,10.0311934663
2025-12-02 17:21:05,10.0311848000,10.0311984533,10.0311934652
2025-12-02 17:21:06,10.0312072000,10.0311991467,10.0311934669
2025-12-02 17:21:07,10.0311736000,10.0311974400,10.0311934644
2025-12-02 17:21:08,10.0311984000,10.0311956267,10.0311934650
2025-12-02 17:21:10,10.0312064000,10.0311944533,10.0311934667
2025-12-02 17:21:11,10.0312024000,10.0311957867,10.0311934678
2025-12-02 17:21:12,10.0311784000,10.0311925867,10.0311934659
2025-12-02 17:21:13,10.0312168000,10.0311942400,10.0311934688
2025-12-02 17:21:14,10.0311664000,10.0311930133,10.0311934654
2025-12-02 17:21:15,10.0311720000,10.0311906133,10.0311934627
2025-12-02 17:21:16,10.0311792000,10.0311890133,10.0311934609
2025-12-02 17:21:17,10.0311992000,10.0311910933,10.0311934616
2025-12-02 17:21:18,10.0311576000,10.0311890133,10.0311934571
2025-12-02 17:21:20,10.0311720000,10.0311869333,10.0311934544
2025-12-02 17:21:21,10.0312048000,10.0311879467,10.0311934558
2025-12-02 17:21:22,10.0312144000,10.0311899200,10.0311934585
2025-12-02 17:21:23,10.0312136000,10.0311903467,10.0311934610
2025-12-02 17:21:24,10.0312232000,10.0311936533,10.0311934648
2025-12-02 17:21:25,10.0311840000,10.0311926933,10.0311934636
2025-12-02 17:21:26,10.0312072000,10.0311927467,10.0311934653
2025-12-02 17:21:27,10.0311816000,10.0311913600,10.0311934638
2025-12-02 17:21:28,10.0311776000,10.0311913067,10.0311934618
2025-12-02 17:21:30,10.0311576000,10.0311873600,10.0311934573
2025-12-02 17:21:31,10.0311920000,10.0311890667,10.0311934571
2025-12-02 17:21:32,10.0312032000,10.0311911467,10.0311934583
2025-12-02 17:21:33,10.0311872000,10.0311916800,10.0311934575
2025-12-02 17:21:34,10.0311800000,10.0311904000,10.0311934558
2025-12-02 17:21:35,10.0311776000,10.0311917333,10.0311934538
2025-12-02 17:21:36,10.0311816000,10.0311923733,10.0311934524
2025-12-02 17:21:38,10.0311832000,10.0311909333,10.0311934511
2025-12-02 17:21:39,10.0311800000,10.0311886400,10.0311934494
2025-12-02 17:21:40,10.0311912000,10.0311871467,10.0311934491
2025-12-02 17:21:41,10.0311664000,10.0311833600,10.0311934457
2025-12-02 17:21:42,10.0311864000,10.0311835200,10.0311934448
2025-12-02 17:21:43,10.0311976000,10.0311828800,10.0311934453
2025-12-02 17:21:44,10.0312024000,10.0311842667,10.0311934464
2025-12-02 17:21:46,10.0311888000,10.0311850133,10.0311934459
2025-12-02 17:21:47,10.0312168000,10.0311889600,10.0311934488
2025-12-02 17:21:48,10.0312064000,10.0311899200,10.0311934504
2025-12-02 17:21:49,10.0311968000,10.0311894933,10.0311934508
2025-12-02 17:21:50,10.0312096000,10.0311909867,10.0311934529
2025-12-02 17:21:51,10.0312096000,10.0311929600,10.0311934549
2025-12-02 17:21:52,10.0311968000,10.0311942400,10.0311934553
2025-12-02 17:21:53,10.0311832000,10.0311943467,10.0311934540
2025-12-02 17:21:55,10.0311912000,10.0311948800,10.0311934538
2025-12-02 17:21:56,10.0312112000,10.0311969600,10.0311934560
2025-12-02 17:21:57,10.0312088000,10.0311981333,10.0311934579
2025-12-02 17:21:58,10.0312168000,10.0312014933,10.0311934609
2025-12-02 17:21:59,10.0311928000,10.0312019200,10.0311934608
2025-12-02 17:22:00,10.0312360000,10.0312044800,10.0311934661
2025-12-02 17:22:01,10.0311944000,10.0312039467,10.0311934662
2025-12-02 17:22:02,10.0311696000,10.0312026667,10.0311934632
2025-12-02 17:22:03,10.0311544000,10.0311985067,10.0311934583
2025-12-02 17:22:05,10.0311880000,10.0311972800,10.0311934576
2025-12-02 17:22:06,10.0311968000,10.0311972800,10.0311934581
2025-12-02 17:22:07,10.0311728000,10.0311948267,10.0311934555
2025-12-02 17:22:08,10.0311664000,10.0311919467,10.0311934521
2025-12-02 17:22:09,10.0311576000,10.0311893333,10.0311934476
2025-12-02 17:22:10,10.0312064000,10.0311908800,10.0311934492
2025-12-02 17:22:11,10.0312032000,10.0311916800,10.0311934504
2025-12-02 17:22:12,10.0311816000,10.0311897067,10.0311934489
2025-12-02 17:22:13,10.0311848000,10.0311881067,10.0311934478
2025-12-02 17:22:15,10.0311816000,10.0311857600,10.0311934464
2025-12-02 17:22:16,10.0312024000,10.0311864000,10.0311934475
2025-12-02 17:22:17,10.0312072000,10.0311844800,10.0311934492
2025-12-02 17:22:18,10.0312144000,10.0311858133,10.0311934518
2025-12-02 17:22:19,10.0311928000,10.0311873600,10.0311934518
2025-12-02 17:22:20,10.0312240000,10.0311920000,10.0311934556
2025-12-02 17:22:21,10.0312024000,10.0311929600,10.0311934567
2025-12-02 17:22:22,10.0312064000,10.0311936000,10.0311934583
2025-12-02 17:22:24,10.0312160000,10.0311964800,10.0311934612
2025-12-02 17:22:25,10.0312168000,10.0311998400,10.0311934641
2025-12-02 17:22:26,10.0311896000,10.0312019733,10.0311934636
2025-12-02 17:22:27,10.0311896000,10.0312008533,10.0311934631
2025-12-02 17:22:28,10.0312008000,10.0312006933,10.0311934640
2025-12-02 17:22:29,10.0312384000,10.0312044800,10.0311934697
2025-12-02 17:22:31,10.0312040000,10.0312057600,10.0311934710
2025-12-02 17:22:32,10.0312048000,10.0312073067,10.0311934724
2025-12-02 17:22:33,10.0311816000,10.0312059200,10.0311934709
2025-12-02 17:22:34,10.0312048000,10.0312057600,10.0311934723
2025-12-02 17:22:35,10.0312144000,10.0312057600,10.0311934749
2025-12-02 17:22:36,10.0311544000,10.0312032000,10.0311934701
2025-12-02 17:22:37,10.0311496000,10.0311982400,10.0311934646
2025-12-02 17:22:39,10.0311800000,10.0311967467,10.0311934629
2025-12-02 17:22:40,10.0312048000,10.0311966400,10.0311934643
2025-12-02 17:22:41,10.0311472000,10.0311920533,10.0311934585
2025-12-02 17:22:42,10.0311440000,10.0311872000,10.0311934523
2025-12-02 17:22:43,10.0311888000,10.0311871467,10.0311934517
2025-12-02 17:22:44,10.0311840000,10.0311867733,10.0311934506
2025-12-02 17:22:45,10.0312128000,10.0311875733,10.0311934530
2025-12-02 17:22:46,10.0311632000,10.0311825600,10.0311934492
2025-12-02 17:22:48,10.0312136000,10.0311832000,10.0311934517
2025-12-02 17:22:49,10.0311992000,10.0311828267,10.0311934524
2025-12-02 17:22:50,10.0311432000,10.0311802667,10.0311934462
2025-12-02 17:22:51,10.0311992000,10.0311798933,10.0311934469
2025-12-02 17:22:52,10.0311888000,10.0311781867,10.0311934463
2025-12-02 17:22:53,10.0311712000,10.0311793067,10.0311934435
2025-12-02 17:22:54,10.0312024000,10.0311828267,10.0311934446
2025-12-02 17:22:55,10.0311736000,10.0311824000,10.0311934422
2025-12-02 17:22:57,10.0311936000,10.0311816533,10.0311934422
2025-12-02 17:22:58,10.0311880000,10.0311843733,10.0311934415
2025-12-02 17:22:59,10.0311960000,10.0311878400,10.0311934418
2025-12-02 17:23:00,10.0312192000,10.0311898667,10.0311934450
2025-12-02 17:23:01,10.0312360000,10.0311933333,10.0311934503
2025-12-02 17:23:02,10.0312032000,10.0311926933,10.0311934516
2025-12-02 17:23:03,10.0311896000,10.0311944533,10.0311934511
2025-12-02 17:23:04,10.0312272000,10.0311953600,10.0311934553
2025-12-02 17:23:06,10.0311800000,10.0311940800,10.0311934536
2025-12-02 17:23:07,10.0311880000,10.0311970667,10.0311934529
2025-12-02 17:23:08,10.0311528000,10.0311939733,10.0311934479
2025-12-02 17:23:09,10.0311720000,10.0311928533,10.0311934452
2025-12-02 17:23:10,10.0311768000,10.0311932267,10.0311934431
2025-12-02 17:23:11,10.0311880000,10.0311922667,10.0311934424
2025-12-02 17:23:13,10.0311984000,10.0311939200,10.0311934431
2025-12-02 17:23:14,10.0311680000,10.0311922133,10.0311934399
2025-12-02 17:23:15,10.0312288000,10.0311949333,10.0311934443
2025-12-02 17:23:16,10.0311848000,10.0311941867,10.0311934432
2025-12-02 17:23:17,10.0311640000,10.0311905067,10.0311934395
2025-12-02 17:23:18,10.0312032000,10.0311883200,10.0311934408
2025-12-02 17:23:19,10.0311832000,10.0311869867,10.0311934395
2025-12-02 17:23:20,10.0312192000,10.0311889600,10.0311934427
2025-12-02 17:23:22,10.0311880000,10.0311863467,10.0311934420
2025-12-02 17:23:23,10.0311968000,10.0311874667,10.0311934424
2025-12-02 17:23:24,10.0312128000,10.0311891200,10.0311934448
2025-12-02 17:23:25,10.0311880000,10.0311914667,10.0311934442
2025-12-02 17:23:26,10.0311888000,10.0311925867,10.0311934436
2025-12-02 17:23:27,10.0311784000,10.0311926933,10.0311934417
2025-12-02 17:23:28,10.0311720000,10.0311916267,10.0311934390
2025-12-02 17:23:29,10.0312040000,10.0311920000,10.0311934404
2025-12-02 17:23:30,10.0312040000,10.0311944000,10.0311934417
2025-12-02 17:23:32,10.0312080000,10.0311930133,10.0311934435
2025-12-02 17:23:33,10.0311992000,10.0311939733,10.0311934442
2025-12-02 17:23:34,10.0311920000,10.0311958400,10.0311934440
2025-12-02 17:23:35,10.0311768000,10.0311940800,10.0311934419
2025-12-02 17:23:36,10.0311848000,10.0311941867,10.0311934409
2025-12-02 17:23:37,10.0311624000,10.0311904000,10.0311934370
2025-12-02 17:23:38,10.0311616000,10.0311886400,10.0311934331
2025-12-02 17:23:39,10.0311824000,10.0311876800,10.0311934317
2025-12-02 17:23:40,10.0311648000,10.0311844800,10.0311934281
2025-12-02 17:23:42,10.0311960000,10.0311850133,10.0311934285
2025-12-02 17:23:43,10.0311744000,10.0311840533,10.0311934261
2025-12-02 17:23:44,10.0311984000,10.0311853867,10.0311934267
2025-12-02 17:23:45,10.0311816000,10.0311860267,10.0311934252
2025-12-02 17:23:46,10.0311800000,10.0311844267,10.0311934236
2025-12-02 17:23:47,10.0311896000,10.0311834667,10.0311934231
2025-12-02 17:23:48,10.0311672000,10.0311807467,10.0311934198
2025-12-02 17:23:49,10.0311664000,10.0311785600,10.0311934165
2025-12-02 17:23:50,10.0311336000,10.0311746667,10.0311934091
2025-12-02 17:23:52,10.0312024000,10.0311763733,10.0311934102
2025-12-02 17:23:53,10.0311976000,10.0311772267,10.0311934107
2025-12-02 17:23:54,10.0312168000,10.0311808533,10.0311934136
2025-12-02 17:23:55,10.0312016000,10.0311835200,10.0311934146
2025-12-02 17:23:56,10.0311472000,10.0311811733,10.0311934089
2025-12-02 17:23:57,10.0311688000,10.0311814400,10.0311934058
2025-12-02 17:23:59,10.0312296000,10.0311836800,10.0311934103
2025-12-02 17:24:00,10.0311840000,10.0311843200,10.0311934092
2025-12-02 17:24:01,10.0312040000,10.0311846933,10.0311934105
2025-12-02 17:24:02,10.0312072000,10.0311864000,10.0311934122
2025-12-02 17:24:03,10.0311984000,10.0311876267,10.0311934128
2025-12-02 17:24:04,10.0312288000,10.0311902400,10.0311934172
2025-12-02 17:24:05,10.0311872000,10.0311915733,10.0311934164
2025-12-02 17:24:06,10.0312312000,10.0311958933,10.0311934211
2025-12-02 17:24:08,10.0312344000,10.0312026133,10.0311934262
2025-12-02 17:24:09,10.0311960000,10.0312021867,10.0311934265
2025-12-02 17:24:10,10.0312088000,10.0312029333,10.0311934284
2025-12-02 17:24:11,10.0312032000,10.0312020267,10.0311934296
2025-12-02 17:24:12,10.0311536000,10.0311988267,10.0311934247
2025-12-02 17:24:13,10.0311840000,10.0312012800,10.0311934235
2025-12-02 17:24:14,10.0311784000,10.0312019200,10.0311934216
2025-12-02 17:24:15,10.0312368000,10.0312024000,10.0311934270
2025-12-02 17:24:17,10.0311872000,10.0312026133,10.0311934262
2025-12-02 17:24:18,10.0311984000,10.0312022400,10.0311934269
2025-12-02 17:24:19,10.0311824000,10.0312005867,10.0311934255
2025-12-02 17:24:20,10.0311920000,10.0312001600,10.0311934253
2025-12-02 17:24:21,10.0311960000,10.0311979733,10.0311934256
2025-12-02 17:24:22,10.0311792000,10.0311974400,10.0311934239
2025-12-02 17:24:23,10.0312112000,10.0311961067,10.0311934261
2025-12-02 17:24:24,10.0311840000,10.0311927467,10.0311934249
2025-12-02 17:24:25,10.0312016000,10.0311931200,10.0311934259
2025-12-02 17:24:27,10.0311760000,10.0311909333,10.0311934238
2025-12-02 17:24:28,10.0311888000,10.0311899733,10.0311934232
2025-12-02 17:24:29,10.0311784000,10.0311916267,10.0311934213
2025-12-02 17:24:30,10.0311896000,10.0311920000,10.0311934209
2025-12-02 17:24:31,10.0312096000,10.0311940800,10.0311934229
2025-12-02 17:24:32,10.0311696000,10.0311896000,10.0311934199
2025-12-02 17:24:33,10.0311776000,10.0311889600,10.0311934180
2025-12-02 17:24:34,10.0311816000,10.0311878400,10.0311934165
2025-12-02 17:24:36,10.0311712000,10.0311870933,10.0311934138
2025-12-02 17:24:37,10.0311616000,10.0311850667,10.0311934098
2025-12-02 17:24:38,10.0311816000,10.0311841067,10.0311934084
2025-12-02 17:24:39,10.0312080000,10.0311860267,10.0311934102
2025-12-02 17:24:40,10.0311696000,10.0311832533,10.0311934072
2025-12-02 17:24:41,10.0311736000,10.0311825600,10.0311934048
2025-12-02 17:24:42,10.0311944000,10.0311820800,10.0311934049
2025-12-02 17:24:43,10.0312064000,10.0311841067,10.0311934065
2025-12-02 17:24:45,10.0312088000,10.0311854400,10.0311934084
2025-12-02 17:24:46,10.0311936000,10.0311864533,10.0311934084
2025-12-02 17:24:47,10.0311776000,10.0311856533,10.0311934065
2025-12-02 17:24:48,10.0312192000,10.0311862933,10.0311934097
2025-12-02 17:24:49,10.0312168000,10.0311894400,10.0311934126
2025-12-02 17:24:50,10.0312024000,10.0311910933,10.0311934137
2025-12-02 17:24:51,10.0312160000,10.0311933867,10.0311934164
2025-12-02 17:24:53,10.0312128000,10.0311961600,10.0311934188
2025-12-02 17:24:54,10.0312008000,10.0311987733,10.0311934197
2025-12-02 17:24:55,10.0311792000,10.0311986133,10.0311934180
2025-12-02 17:24:56,10.0311832000,10.0311969600,10.0311934167
2025-12-02 17:24:57,10.0311664000,10.0311967467,10.0311934134
2025-12-02 17:24:58,10.0311872000,10.0311976533,10.0311934126
2025-12-02 17:24:59,10.0312168000,10.0311991467,10.0311934155
2025-12-02 17:25:00,10.0311736000,10.0311969600,10.0311934131
2025-12-02 17:25:02,10.0311992000,10.0311963200,10.0311934138
2025-12-02 17:25:03,10.0312024000,10.0311969067,10.0311934149
2025-12-02 17:25:04,10.0311672000,10.0311962133,10.0311934117
2025-12-02 17:25:05,10.0311688000,10.0311928533,10.0311934086
2025-12-02 17:25:06,10.0311928000,10.0311912533,10.0311934086
2025-12-02 17:25:07,10.0312040000,10.0311913600,10.0311934099
2025-12-02 17:25:08,10.0312040000,10.0311905600,10.0311934112
2025-12-02 17:25:09,10.0311920000,10.0311891733,10.0311934110
2025-12-02 17:25:11,10.0311976000,10.0311889600,10.0311934115
2025-12-02 17:25:12,10.0311744000,10.0311886400,10.0311934092
2025-12-02 17:25:13,10.0311584000,10.0311869867,10.0311934049
2025-12-02 17:25:14,10.0311640000,10.0311868267,10.0311934013
2025-12-02 17:25:15,10.0311928000,10.0311872000,10.0311934012
2025-12-02 17:25:16,10.0311712000,10.0311841600,10.0311933985
2025-12-02 17:25:17,10.0311944000,10.0311855467,10.0311933986
2025-12-02 17:25:18,10.0311864000,10.0311846933,10.0311933977
2025-12-02 17:25:19,10.0311712000,10.0311826133,10.0311933950
2025-12-02 17:25:21,10.0311912000,10.0311842133,10.0311933947
2025-12-02 17:25:22,10.0311984000,10.0311861867,10.0311933953
2025-12-02 17:25:23,10.0311848000,10.0311856533,10.0311933943
2025-12-02 17:25:24,10.0311992000,10.0311853333,10.0311933950
2025-12-02 17:25:25,10.0311968000,10.0311848533,10.0311933954
2025-12-02 17:25:26,10.0312320000,10.0311875200,10.0311934001
2025-12-02 17:25:27,10.0312144000,10.0311886400,10.0311934027
2025-12-02 17:25:28,10.0312040000,10.0311906133,10.0311934040
2025-12-02 17:25:29,10.0312048000,10.0311937067,10.0311934054
2025-12-02 17:25:31,10.0311936000,10.0311956800,10.0311934055
2025-12-02 17:25:32,10.0311776000,10.0311946667,10.0311934035
2025-12-02 17:25:33,10.0311936000,10.0311961600,10.0311934035
2025-12-02 17:25:34,10.0312192000,10.0311978133,10.0311934067
2025-12-02 17:25:35,10.0312120000,10.0311995200,10.0311934090
2025-12-02 17:25:36,10.0311864000,10.0312005333,10.0311934081
2025-12-02 17:25:38,10.0311776000,10.0311996267,10.0311934062
2025-12-02 17:25:39,10.0312216000,10.0312011733,10.0311934096
2025-12-02 17:25:40,10.0312096000,10.0312028267,10.0311934116
2025-12-02 17:25:41,10.0311936000,10.0312024533,10.0311934116
2025-12-02 17:25:42,10.0311744000,10.0312009600,10.0311934093
2025-12-02 17:25:43,10.0311768000,10.0311972800,10.0311934073
2025-12-02 17:25:44,10.0311784000,10.0311948800,10.0311934054
2025-12-02 17:25:46,10.0311592000,10.0311918933,10.0311934013
2025-12-02 17:25:47,10.0311672000,10.0311893867,10.0311933980
